#pivot auto
#centered receptor: true
#centered ligands: true
#1
0 0 0 0 0 0
1.382069978 1.273792362 2.205652395 0 0 0
#2
0 0 0 0 0 0
-0.640087992 2.285213542 2.817466660 0 0 0
#3
0 0 0 0 0 0
-2.994036091 0.563972781 -2.796583174 0 0 0
#4
0 0 0 0 0 0
0.803159019 1.892881342 2.655510927 0 0 0
#5
0 0 0 0 0 0
-1.355916303 2.056073821 -2.058597950 0 0 0
#6
0 0 0 0 0 0
2.181516298 2.325472915 0.458801838 0 0 0
#7
0 0 0 0 0 0
-1.900892239 2.998871805 -2.380403310 0 0 0
#8
0 0 0 0 0 0
1.946199916 2.761300543 2.723945162 0 0 0
#9
0 0 0 0 0 0
0.727095054 2.793702291 -1.569801049 0 0 0
#10
0 0 0 0 0 0
-1.704939585 2.585178321 0.111197605 0 0 0
#11
0 0 0 0 0 0
0.082597828 1.195852617 -1.354679869 0 0 0
#12
0 0 0 0 0 0
0.154583181 0.855333982 -1.876145046 0 0 0
#13
0 0 0 0 0 0
-0.276780027 2.061873427 -2.602688497 0 0 0
#14
0 0 0 0 0 0
-0.342635067 2.497448813 -0.474036293 0 0 0
#15
0 0 0 0 0 0
-1.267794171 0.801758949 0.834861298 0 0 0
#16
0 0 0 0 0 0
1.621592345 0.760349547 2.502015321 0 0 0
#17
0 0 0 0 0 0
1.710038360 0.507202996 -0.878346557 0 0 0
#18
0 0 0 0 0 0
-3.023685405 1.774278511 -0.232288035 0 0 0
#19
0 0 0 0 0 0
-1.865170287 2.258421162 -2.927559640 0 0 0
#20
0 0 0 0 0 0
0.408304413 2.553622332 -2.376568348 0 0 0
#21
0 0 0 0 0 0
1.206962470 1.484759316 0.618333505 0 0 0
#22
0 0 0 0 0 0
0.753808206 2.222740139 -2.084849511 0 0 0
#23
0 0 0 0 0 0
-2.029946434 1.725023726 -2.667102304 0 0 0
#24
0 0 0 0 0 0
2.464354641 1.801334523 -2.884573530 0 0 0
#25
0 0 0 0 0 0
2.829906552 2.677994711 -2.841665411 0 0 0
#26
0 0 0 0 0 0
1.868633873 1.933503058 0.030596441 0 0 0
#27
0 0 0 0 0 0
0.037618109 2.421785944 1.048471649 0 0 0
#28
0 0 0 0 0 0
1.107826068 1.726443289 -2.937159602 0 0 0
#29
0 0 0 0 0 0
-2.395669071 2.374064101 -3.040331675 0 0 0
#30
0 0 0 0 0 0
0.821134036 1.427795586 1.996050205 0 0 0
#31
0 0 0 0 0 0
0.108708784 1.414510420 0.551052553 0 0 0
#32
0 0 0 0 0 0
-1.127496583 0.715776711 -1.589711401 0 0 0
#33
0 0 0 0 0 0
3.075473611 1.393009120 1.155869650 0 0 0
#34
0 0 0 0 0 0
-0.863485138 1.257463902 -2.372443593 0 0 0
#35
0 0 0 0 0 0
-1.569883674 0.970538380 -2.265048764 0 0 0
#36
0 0 0 0 0 0
-2.114008673 2.342413820 -1.600657591 0 0 0
#37
0 0 0 0 0 0
2.633262444 2.116458051 1.262983967 0 0 0
#38
0 0 0 0 0 0
-1.193624687 1.365560498 -1.273241628 0 0 0
#39
0 0 0 0 0 0
2.260822554 2.056473641 2.555449560 0 0 0
#40
0 0 0 0 0 0
2.741860730 1.808110375 -1.128738535 0 0 0
#41
0 0 0 0 0 0
1.915349057 2.249066804 -1.410154313 0 0 0
#42
0 0 0 0 0 0
0.392865328 1.359985365 1.542074977 0 0 0
#43
0 0 0 0 0 0
0.593922290 1.801274988 3.069086797 0 0 0
#44
0 0 0 0 0 0
1.909149461 1.430588052 -0.067052559 0 0 0
#45
0 0 0 0 0 0
0.670928941 2.328430053 -2.393959687 0 0 0
#46
0 0 0 0 0 0
2.607833374 1.100404563 -3.111806787 0 0 0
#47
0 0 0 0 0 0
1.895685294 1.998861748 -1.151508370 0 0 0
#48
0 0 0 0 0 0
-1.327541477 1.827324231 2.221439166 0 0 0
#49
0 0 0 0 0 0
-1.921203857 2.260959934 1.853969481 0 0 0
#50
0 0 0 0 0 0
1.371235200 0.835461432 -2.877221557 0 0 0
#51
0 0 0 0 0 0
-2.028956222 0.662146764 0.037869188 0 0 0
#52
0 0 0 0 0 0
-0.001878982 0.597105211 2.468997003 0 0 0
#53
0 0 0 0 0 0
3.015828522 1.452236247 -0.944987195 0 0 0
#54
0 0 0 0 0 0
1.596955587 0.332808136 -1.507234280 0 0 0
#55
0 0 0 0 0 0
-0.457060853 1.978392763 -1.990011891 0 0 0
#56
0 0 0 0 0 0
-2.204942527 2.782358697 -1.018719966 0 0 0
#57
0 0 0 0 0 0
0.712535409 0.806487135 -3.096017024 0 0 0
#58
0 0 0 0 0 0
-1.248125922 0.911497264 3.081886723 0 0 0
#59
0 0 0 0 0 0
0.063342545 2.534328691 1.187307061 0 0 0
#60
0 0 0 0 0 0
1.708417048 2.322395445 2.547830970 0 0 0
#61
0 0 0 0 0 0
-1.000292117 1.647016710 0.635637622 0 0 0
#62
0 0 0 0 0 0
-2.912456683 2.274215031 1.899631646 0 0 0
#63
0 0 0 0 0 0
-0.364781081 0.684902492 1.201383615 0 0 0
#64
0 0 0 0 0 0
0.719697975 1.488334914 -1.685833947 0 0 0
#65
0 0 0 0 0 0
0.490901689 2.274044946 -2.826543808 0 0 0
#66
0 0 0 0 0 0
-3.071577267 2.608399306 -0.264392095 0 0 0
#67
0 0 0 0 0 0
1.410127907 0.231567913 1.124240452 0 0 0
#68
0 0 0 0 0 0
-2.404867514 2.412938255 -0.343004989 0 0 0
#69
0 0 0 0 0 0
2.116983837 0.346785837 0.562698456 0 0 0
#70
0 0 0 0 0 0
-2.610436876 1.093978199 2.826304380 0 0 0
#71
0 0 0 0 0 0
-2.869195656 0.796204497 1.989970571 0 0 0
#72
0 0 0 0 0 0
-1.404484290 2.156022554 0.429959446 0 0 0
#73
0 0 0 0 0 0
1.258595943 2.293421502 1.020565806 0 0 0
#74
0 0 0 0 0 0
-2.484108821 1.652766737 2.151922340 0 0 0
#75
0 0 0 0 0 0
0.495342697 2.509460002 0.839359516 0 0 0
#76
0 0 0 0 0 0
-2.956460382 0.807709746 -1.394958391 0 0 0
#77
0 0 0 0 0 0
1.468146555 1.160478922 1.221293955 0 0 0
#78
0 0 0 0 0 0
2.474326337 2.334901216 -2.766229103 0 0 0
#79
0 0 0 0 0 0
2.715951476 1.722608162 2.118156715 0 0 0
#80
0 0 0 0 0 0
-1.237488354 0.974557966 -1.376992579 0 0 0
#81
0 0 0 0 0 0
1.202709730 1.395541357 0.080561966 0 0 0
#82
0 0 0 0 0 0
1.925205420 0.956598907 -0.768030945 0 0 0
#83
0 0 0 0 0 0
-1.431225942 1.580708779 -2.213126668 0 0 0
#84
0 0 0 0 0 0
-2.487549589 1.387696904 -1.456625635 0 0 0
#85
0 0 0 0 0 0
0.160521847 1.842261991 -2.169404081 0 0 0
#86
0 0 0 0 0 0
-1.515658790 0.787011080 -0.538646801 0 0 0
#87
0 0 0 0 0 0
-2.935305620 2.141851936 -1.141987331 0 0 0
#88
0 0 0 0 0 0
-0.658871209 2.360245163 -1.975229726 0 0 0
#89
0 0 0 0 0 0
0.355222472 1.227014909 2.797167844 0 0 0
#90
0 0 0 0 0 0
-0.352693367 0.706580401 0.546975736 0 0 0
#91
