#pivot auto
#centered receptor: true
#centered ligands: true
#1
0 0 0 0 0 0
-0.935940259 1.273792362 -1.759522675 0 0 0
#2
0 0 0 0 0 0
-0.324125994 2.285213542 2.501504662 0 0 0
#3
0 0 0 0 0 0
0.345009480 0.563972781 0.147556562 0 0 0
#4
0 0 0 0 0 0
-0.486081727 1.892881342 -2.338433635 0 0 0
#5
0 0 0 0 0 0
1.082994704 2.056073821 1.785676350 0 0 0
#6
0 0 0 0 0 0
-2.682790815 2.325472915 -0.960076356 0 0 0
#7
0 0 0 0 0 0
0.761189344 2.998871805 1.240700415 0 0 0
#8
0 0 0 0 0 0
-0.417647492 2.761300543 -1.195392738 0 0 0
#9
0 0 0 0 0 0
1.571791605 2.793702291 -2.414497600 0 0 0
#10
0 0 0 0 0 0
-3.030395049 2.585178321 1.436653069 0 0 0
#11
0 0 0 0 0 0
1.786912785 1.195852617 -3.058994826 0 0 0
#12
0 0 0 0 0 0
1.265447607 0.855333982 -2.987009472 0 0 0
#13
0 0 0 0 0 0
0.538904156 2.061873427 2.864812627 0 0 0
#14
0 0 0 0 0 0
2.667556361 2.497448813 2.798957587 0 0 0
#15
0 0 0 0 0 0
-2.306731355 0.801758949 1.873798482 0 0 0
#16
0 0 0 0 0 0
-0.639577332 0.760349547 -1.520000308 0 0 0
#17
0 0 0 0 0 0
2.263246097 0.507202996 -1.431554294 0 0 0
#18
0 0 0 0 0 0
2.909304618 1.774278511 0.117907249 0 0 0
#19
0 0 0 0 0 0
0.214033014 2.258421162 1.276422367 0 0 0
#20
0 0 0 0 0 0
0.765024306 2.553622332 -2.733288240 0 0 0
#21
0 0 0 0 0 0
-2.523259149 1.484759316 -1.934630183 0 0 0
#22
0 0 0 0 0 0
1.056743143 2.222740139 -2.387784448 0 0 0
#23
0 0 0 0 0 0
0.474490350 1.725023726 1.111646220 0 0 0
#24
0 0 0 0 0 0
0.257019123 1.801334523 -0.677238013 0 0 0
#25
0 0 0 0 0 0
0.299927243 2.677994711 -0.311686102 0 0 0
#26
0 0 0 0 0 0
-3.110996213 1.933503058 -1.272958781 0 0 0
#27
0 0 0 0 0 0
-2.093121004 2.421785944 -3.103974545 0 0 0
#28
0 0 0 0 0 0
0.204433052 1.726443289 -2.033766586 0 0 0
#29
0 0 0 0 0 0
0.101260979 2.374064101 0.745923583 0 0 0
#30
0 0 0 0 0 0
-1.145542448 1.427795586 -2.320458618 0 0 0
#31
0 0 0 0 0 0
-2.590540100 1.414510420 -3.032883870 0 0 0
#32
0 0 0 0 0 0
1.551881252 0.715776711 2.014096071 0 0 0
#33
0 0 0 0 0 0
-1.985723004 1.393009120 -0.066119043 0 0 0
#34
0 0 0 0 0 0
0.769149061 1.257463902 2.278107515 0 0 0
#35
0 0 0 0 0 0
0.876543889 0.970538380 1.571708980 0 0 0
#36
0 0 0 0 0 0
1.540935063 2.342413820 1.027583980 0 0 0
#37
